id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1171144939897438568,Chic St. Mark's Square Penthouse with Canal View,21756351,Michael,Isole,San Marco,45.43499346488515,12.336240336298944,Entire home/apt,179,2,13,2024-11-24,2.23,1,316,13,IT027042C23OVYPT8V
1171452435097412592,Giselda Courtyard Retreat#Room1,511352076,Stefania,Isole,Cannaregio,45.44592,12.33122,Private room,100,1,26,2024-11-17,4.64,3,340,26,IT027042C23FJ68UYO
1171615281440122859,Valentino Home,577469535,Paolo,Isole,Cannaregio,45.4421556,12.3359749,Entire home/apt,180,2,17,2024-10-30,3.04,1,349,17,IT027042B4TLZIOYYF
1171625288070571247,亮丽宽敞三人间带加床Bright and Spacious Triple Room,572208548,胡,Terraferma,Piave 1860,45.485752569387394,12.234370708465576,Private room,34,1,3,2024-10-13,0.59,8,242,3,
1171818431889131357,City Living Guest House Venice-7,479397760,Santa,Terraferma,Piave 1860,45.48619,12.23417,Private room,,1,9,2024-11-02,3.42,6,0,9,IT027042C2EZ84QXDR
1172209757040344505,Biennale casa,466758972,Welemudiyansele,Isole,Castello,45.43691,12.34853,Entire home/apt,100,2,40,2024-11-22,6.67,1,243,40,
1172250914248007077,Giselda Courtyard Retreat#Room2,511352076,Stefania,Isole,Cannaregio,45.44592,12.33122,Private room,117,1,23,2024-11-17,4.29,3,337,23,IT027042C23FJ68UYO
1172278837172804924,Bilocale Via Rovereto,363154865,Jenny,Terraferma,Santa Barbara,45.48507757524229,12.20888878944786,Entire home/apt,101,2,3,2024-10-28,1.61,1,363,3,IT027042B4ZXHDAEHS
1172410194941860459,"Tintoretto, suite with private bathroom e kitchen",581693375,Jennifer,Terraferma,Piave 1860,45.4902694789722,12.2392288595438,Entire home/apt,63,2,30,2024-11-11,5.26,3,219,30,IT027042B4GMXC977X
1172416463009159937,San Marco Suite: 5 min from San Marco - Rialto,41699367,Hello,Isole,San Marco,45.4376819801459,12.337315241555785,Entire home/apt,60,1,8,2024-10-09,1.69,10,346,8,IT027042C2JB8KSI7Z
1172461704358549821,Appartamento con parcheggio e aria condizionata,581707701,Monica,Terraferma,Quartiere Pertini,45.4863043,12.2661992,Entire home/apt,86,2,5,2024-10-21,1.07,1,322,5,IT027042C2LM88BWWX
1133236941948318647,Spezier Canal View (with common terrace),2634978,Veniceapartment-Com,Isole,Cannaregio,45.44236,12.33266,Entire home/apt,195,1,11,2024-09-28,1.53,133,302,11,IT027042B4KR3FGM98
1133240139943305054,appartamento confortevole a 15 minuti da Venezia,571922788,Victoria,Terraferma,San Lorenzo XXV Aprile,45.49482740708369,12.230836562812328,Entire home/apt,110,2,45,2024-11-04,5.79,1,324,45,IT027042C2EUEO2DHR
1133406627410715320,Casa Matilde a 2 passi dalla Biennale,72445649,Fabrizio,Isole,Castello,45.43690474752555,12.347011440653697,Entire home/apt,93,3,19,2024-11-15,2.47,18,270,19,IT027042C27BMAMRZA
1133418522522158116,Suite Noemi Venice Mainland Relaxing Escape,4880048,CR Group,Terraferma,Piave 1860,45.49105704965921,12.235099113086505,Entire home/apt,94,1,13,2024-09-27,1.81,6,365,13,027042 - LOC - 14527
1134492764338355995,Mansarda del Console,390113976,Alvise,Isole,Castello,45.4382459,12.3414499,Private room,1000,110,0,,,1,269,0,
1134515034450761559,幽雅双床间Twin room,572208548,胡,Terraferma,Piave 1860,45.4860616,12.2346818,Private room,35,1,63,2024-11-16,8.36,8,188,63,
1134532765975756746,Maknik,13990376,Tommaso,Isole,San Polo,45.4394304,12.3328991,Entire home/apt,101,3,42,2024-11-10,5.48,6,91,42,IT027042C2G7YHRLG4
1134696171504382278,双人间-带加床 Elegant double room,517184109,Linjie,Terraferma,Piave 1860,45.4855753222121,12.233765199780464,Private room,61,1,22,2024-11-03,3.24,14,180,22,IT027042C2ZDGG2L5U
1134740567393947669,Victoria Studio,46904188,Mirco Optyflat,Isole,Dorsoduro,45.43366196764129,12.316792277909867,Entire home/apt,158,3,1,2024-05-27,0.15,16,347,1,IT027042C2ZLJ69HL3
1134804726192290759,"静怡双人间Double room



 静怡双人间  double room",572208548,胡,Terraferma,Piave 1860,45.48568181700515,12.234816625714302,Private room,36,1,32,2024-11-17,4.10,8,267,32,
1134812688571147108,Appartamento di MaCri,63258474,Maurizio,Isole,San Polo,45.438352309679146,12.324685379862785,Entire home/apt,170,2,26,2024-11-03,3.38,1,267,26,IT027042C2WK2BO68O
1134845333276481551,Casa bel fiore - stanza numero 3,454125287,Ranya,Terraferma,Marghera,45.48054,12.23316,Private room,80,1,49,2024-11-17,6.34,4,269,49,IT027042C2DG4A73TN
1178383549434463751,Blue Deluxe Apartment,544742507,Altaf,Terraferma,Piave 1860,45.49041,12.24045,Private room,94,1,14,2024-11-03,2.69,8,361,14,IT027042B43ZZR8S7Y
1178755319313962804,Basalto Venice Mestre Apartments 4,574367923,Luca,Terraferma,San Lorenzo XXV Aprile,45.492410041760934,12.244413731818037,Entire home/apt,88,2,8,2024-09-18,1.50,14,343,8,
1178838844705171456,Ancient Venetian House with Pergola,65876025,Veneziani,Isole,Castello,45.43497,12.3468,Entire home/apt,455,2,1,2024-11-03,0.86,10,318,1,
1178903958492597016,Casa Viva 1°,583441991,Yang,Terraferma,Piave 1860,45.48822,12.23466,Entire home/apt,102,1,13,2024-10-20,2.32,3,93,13,IT027042B4RUN7QVL4
1179002113512404159,Casa del'Ogio Relax Apartment in Murano - Venezia,99855947,Elettra,Isole,Murano,45.4538,12.35296,Entire home/apt,111,2,24,2024-11-11,4.50,3,178,24,IT027042C2VO64V7OK
1179019237177485442,The Orange Room near Venice,5640941,Liviu,Terraferma,Piave 1860,45.48327482179084,12.23758231904909,Private room,46,1,22,2024-12-01,3.88,3,344,22,IT027042B442RW9TNU
1179384168912145713,Camera matrimoniale.,459163933,Jana,Terraferma,Marghera Zona Industriale,45.4210242,12.2528934,Private room,58,1,6,2024-09-29,1.35,3,259,6,IT027042B4JB2JLJOU
1179467932459355009,Domy house 15m Venice - free park,97583266,Alessia,Terraferma,Carpenedo,45.5062177,12.258756,Entire home/apt,98,2,23,2024-11-02,4.45,11,302,23,IT027042C2XT4N5DOC
1179575868350681906,"Emerald room, central&private!",452358986,Paolo,Isole,Castello,45.438372828332604,12.342366996682825,Private room,80,1,4,2024-11-09,1.90,3,82,4,
1179656320099238235,#Punto FM 3#,516199193,Faruk,Terraferma,Campalto CEP,45.47926229999999,12.2894596,Private room,64,1,5,2024-10-29,0.99,11,243,5,IT027042B43GQAOMKR
1179699464135584563,Thalia Venice Cozy Apartment,503650330,Birong,Terraferma,Piave 1860,45.4836618,12.2403526,Entire home/apt,179,2,3,2024-08-30,0.67,6,344,3,IT027042B4LRMSOUUV
1179720635442247495,Venice Welcoming Homestay with Costume Designer,507961173,Fiona,Isole,Castello,45.4352222748139,12.346015616426216,Private room,85,1,11,2024-11-10,2.73,3,343,11,
1179741567478389538,Pleasant studio near Venice,583661701,Alessia,Terraferma,Piave 1860,45.4865794,12.2404278,Entire home/apt,1600,2,0,,,1,250,0,IT027042C2N8LIVWVU
1179747391201190820,Venice Homestay Classic Room with Costume Designer,507961173,Fiona,Isole,Castello,45.434407576929885,12.346389860161779,Private room,65,1,20,2024-11-10,4.29,3,344,20,
1179781849979373519,Casa Viva 2°,583441991,Yang,Terraferma,Piave 1860,45.48733012346817,12.235484105510652,Entire home/apt,136,1,14,2024-10-31,2.68,3,91,14,IT027042B4RUN7QVL4
1180333019198536294,Lovely little bedroom in Venice Centre,91945371,Davide,Isole,Cannaregio,45.44386428559461,12.326848890040836,Private room,,1,1,2024-07-14,0.20,5,0,1,
1180396755381678193,Independent SingleRoom in Venice downtown,91945371,Davide,Isole,Cannaregio,45.44449,12.32747,Private room,46,1,7,2024-11-22,1.41,5,109,7,
1180469211285731721,强烈推荐火车站步行3分钟温馨双人床B&B with kitchen,491397059,Shuqin,Terraferma,Piave 1860,45.48453,12.23363,Private room,40,1,26,2024-11-03,5.57,5,60,26,
1180914062976244553,Casa Daniela: 10 min from Venice,41699367,Hello,Terraferma,Villaggio San Marco,45.482317329627115,12.25602659158188,Entire home/apt,652,1,4,2024-09-23,0.78,10,189,4,IT027042C2KN38T34F
1180936517203305433,Venice THE Experience,75195498,Magalie,Isole,Cannaregio,45.4464352,12.3268847,Entire home/apt,152,1,11,2024-10-17,2.10,1,172,11,IT027042C2MCS47VFX
1181054118838351205,Venice Terrace House,583996416,Qian,Terraferma,Piave 1860,45.490050222655476,12.235550643214358,Entire home/apt,129,2,28,2024-11-02,5.15,1,15,28,IT027042B42CFTOD3O
1181348934636153161,Venice Travel Dream apartment,584107087,Alberto,Terraferma,San Lorenzo XXV Aprile,45.49876620000001,12.2384251,Entire home/apt,99,2,3,2024-10-03,0.67,1,350,3,IT027042B4CHSA2DD9
1181703819290668716,Central Apartment by Rialto,303642748,Barbara,Isole,San Polo,45.4378148,12.3347217,Entire home/apt,169,1,10,2024-12-02,1.96,7,327,10,027042-LOC-13502
1181751405185138587,"Marco Polo House 
Camera N.1.",584201182,Nerio,Terraferma,Piave 1860,45.4843491713453,12.231905704001976,Private room,86,1,5,2024-08-05,1.01,4,216,5,
1181759814482747145,"Marco Polo House 
Camera N.2",584201182,Nerio,Terraferma,Piave 1860,45.48676031334246,12.233468235943727,Private room,,1,7,2024-10-20,1.27,4,131,7,
1181762279711828254,"Marco Polo House
Camera N.3",584201182,Nerio,Terraferma,Piave 1860,45.48557,12.23338,Private room,86,1,7,2024-11-17,1.24,4,205,7,
1181764618430959046,"Marco Polo House
Camera N.4",584201182,Nerio,Terraferma,Piave 1860,45.485610952630225,12.233785846342395,Private room,,1,10,2024-09-27,1.90,4,255,10,
1181995389111356258,Parisi BnB - Venezia Marco Polo,583208859,Titiana,Terraferma,Aeroporto,45.50183888790331,12.330044015158997,Entire home/apt,111,1,5,2024-10-14,0.94,1,328,5,027042-LOC-14572
1182399275679927331,"Sapphire Room, central&private!",452358986,Paolo,Isole,Castello,45.4385,12.34121,Private room,80,1,7,2024-09-14,1.29,3,82,7,
1182403395263989574,"Amber room, central&private!",452358986,Paolo,Isole,Castello,45.43772,12.34124,Private room,80,2,8,2024-10-07,1.55,3,82,8,
1182598907422561328,#Punto FM 4#,516199193,Faruk,Terraferma,Campalto CEP,45.47926229999999,12.2894596,Private room,52,1,27,2024-11-16,5.26,11,243,27,IT027042B43GQAOMKR
1182722756197833393,3温馨房间有18平方米,584499522,周,Terraferma,Piave 1860,45.483299445429665,12.23837859928608,Private room,50,1,24,2024-10-21,4.47,4,276,24,
1182737491240862200,宽敞三单床房间（可申请添加额外床位）20平方米,584499522,周,Terraferma,Piave 1860,45.482733088573994,12.23923637801283,Private room,50,1,3,2024-08-24,0.58,4,276,3,
1182747490878451456,2宽阔房间20平方米,584499522,周,Terraferma,Piave 1860,45.482434496765094,12.238907056993815,Private room,50,1,22,2024-10-22,4.13,4,276,22,
1183060360419152748,room no 6,405918837,Muklasur,Terraferma,Tessera,45.503234,12.3255476,Private room,40,1,4,2024-09-13,0.85,9,365,4,
1183137739271394771,Angel's Luxury House,5618111,Easy Suite,Isole,San Marco,45.43494,12.32977,Entire home/apt,171,1,3,2024-11-17,1.27,72,288,3,IT027042B4REWU3S5K
1183146326111268842,Appartamento Villa Trento,104358579,Elisa,Isole,Lido,45.41523304034281,12.368637397885323,Entire home/apt,260,3,5,2024-09-26,0.99,2,247,5,IT027042C2EUHE98HA
1183257430647298167,New Doge's House between Rialto and San Marco,584636339,Alberto,Isole,Cannaregio,45.43905608215016,12.34014159266227,Entire home/apt,135,3,4,2024-11-04,0.74,1,297,4,IT027042C2YF8RHH9J
1183966530045302500,San Domenico Apartment with Garden View R&r,173200514,Rent&Relax,Isole,Castello,45.4305,12.35513,Entire home/apt,288,1,8,2024-10-23,1.44,72,349,8,IT027042B4ECR62EYG
1184026459257008703,Unique Venetian Style Apartment,2770598,Moriya,Isole,Cannaregio,45.44393,12.32859,Entire home/apt,5400,3,0,,,1,0,0,
1184226057349901133,Gate to Venice Apartment,584912962,Gheorghe,Terraferma,Santa Barbara,45.48475,12.21665,Entire home/apt,115,2,2,2024-09-23,0.39,1,353,2,
1184912836908548285,1带厨房家庭特大客房带阳台20平方米,584499522,周,Terraferma,Piave 1860,45.483314485729096,12.238403744995594,Private room,50,1,19,2024-10-21,3.75,4,275,19,
1185239943664526250,S.Polo2140@Campo San Polo,255381872,I-Home,Isole,San Polo,45.437955,12.3288946,Entire home/apt,84,2,1,2024-11-08,1,7,324,1,IT027042B47E4QOMTI
1185395497840920842,(15min. from Venice) Dimora Castelli free Parking,503068350,Alessio,Terraferma,Marghera,45.4735199,12.226538,Entire home/apt,138,1,40,2024-10-31,8.45,2,241,40,IT027042C2YOUCUFM2
1185993335903224668,Villetta a schiera con Giardino privato,442466033,Gaia,Terraferma,Villaggio San Marco,45.482470590849104,12.257376685738564,Entire home/apt,350,3,0,,,1,364,0,IT027042C2ZV9F9LIR
1186144856813572111,Appartamento Margherita L.T. 027042-LOC-14683,144618885,Renzo,Terraferma,Piave 1860,45.4885688,12.2347772,Entire home/apt,70,2,4,2024-09-29,0.78,1,362,4,IT027042C2M3LK2WG4
1186214634405179511,Max & Julia's House - Sant'Elena,139627704,Giusy & Fabrizio,Isole,Sant'Elena,45.427323739325274,12.360214117565798,Entire home/apt,156,3,6,2024-11-13,2.14,27,327,6,
1186724119795683801,Camera Doppia a Venezia,447379260,Hotiday,Isole,Cannaregio,45.4416896000931,12.323242348124758,Private room,136,1,1,2024-08-12,0.25,2,58,1,IT027042A12OQI5WHR
1186734218543608740,Camera Tripla a Venezia,447379260,Hotiday,Isole,Cannaregio,45.44364159432861,12.323616062927254,Private room,131,1,1,2024-07-29,0.23,2,53,1,IT027042A12OQI5WHR
1186854254515013859,appartamento bellinzon,3060084,Giacomo,Isole,San Marco,45.4347868,12.3304411,Entire home/apt,117,1,7,2024-11-03,1.28,7,297,7,IT027042B4788YPWLP
1186871376064972508,[Piazza San Marco* * * * *] Venezia Centro Storico,585633078,Simona,Isole,San Marco,45.434715,12.336818,Entire home/apt,163,1,17,2024-12-05,5.60,1,266,17,IT027042C2SX8EJ9MT
1186923363290269938,B Miela,585185802,凤萍,Terraferma,Piave 1860,45.48788,12.23787,Private room,48,1,4,2024-11-17,0.86,3,269,4,Exempt
1186987367950913816,"Interconnecting double and singleroom, 2 bathrooms",91945371,Davide,Isole,Cannaregio,45.44481,12.32697,Private room,76,1,17,2024-11-19,3.59,5,92,17,IT027042B4KNB3XGE6
1187074441604795501,Double/ Triple Room,520975039,Nur Mahal,Terraferma,Piave 1860,45.4831017092177,12.234166353715976,Private room,54,1,2,2024-08-21,0.53,1,365,2,
1187402454345151700,Casa Dalet Venezia,524674281,John Ulisse,Isole,Cannaregio,45.44218202732456,12.323804389606957,Entire home/apt,36,1,12,2024-11-17,2.69,1,259,12,
1187443052823275512,LH Romantic Escape,4880048,CR Group,Terraferma,Piave 1860,45.491457389878896,12.236869109792702,Entire home/apt,72,3,3,2024-10-19,1.07,6,58,3,IT027042C2BJ84HCPY
1187612417234936864,Casa Mitton Venezia,585851449,Giulia,Terraferma,Piave 1860,45.48718,12.24282,Entire home/apt,75,2,15,2024-11-11,3.21,1,333,15,IT027042C2ZVFCQ8BQ
1187653414932628692,Mahdi Venice Appartment “Double room with balcony”,585820345,Md Jahidur Janu,Terraferma,Piave 1860,45.48645,12.22779,Private room,,1,6,2024-11-17,1.67,4,0,6,IT027042C2MZTGEU3W
1188193356749216397,Charme Home,500344049,Carlo,Isole,Castello,45.4361571,12.3485062,Entire home/apt,,2,8,2024-10-31,1.83,1,0,8,IT027042C2F4NG8A37
1188584934136387294,Rialto Charm Basilica Piazza,585013588,Swanepoel,Isole,San Marco,45.43458,12.3314,Entire home/apt,,1,0,,,1,179,0,
1189209222632682160,a 2 room apartment all for you,91945371,Davide,Isole,Cannaregio,45.44348097620801,12.32577436073525,Entire home/apt,,1,0,,,5,0,0,
1189894175330842045,Venice Marco Polo Private Bathroom Room 1,586469321,Hui,Terraferma,Piave 1860,45.48363669669075,12.237172028601046,Private room,60,1,20,2024-11-04,4.26,4,363,20,
1190460535341484773,Oasi Verde: Relax e Comfort,586596957,Laura,Terraferma,Bissuola,45.4928569,12.2584035,Entire home/apt,132,2,6,2024-11-03,1.51,1,328,6,IT027042B4GTQI6269
1190623661096576471,Subito a Venezia,565283232,Giovanni,Terraferma,Chirignago,45.481614283473384,12.194288663807503,Entire home/apt,94,1,22,2024-11-03,5.55,1,360,22,IT027042C2PNU6K8ON
1190675367521625163,Mahdi Venice Apartment “Twin room”,585820345,Md Jahidur Janu,Terraferma,Piave 1860,45.486932227013774,12.226869260598761,Private room,,1,1,2024-07-20,0.21,4,0,1,IT027042C2MZTGEU3W
1190694437825882430,Mahdi Venice Apartment “Double Room”,585820345,Md Jahidur Janu,Terraferma,Piave 1860,45.48703,12.22748,Private room,,1,1,2024-11-17,1,4,0,1,IT027042C2MZTGEU3W
1190935730233010130,Appartamento Mestre (201),503956884,Tajul,Terraferma,Piave 1860,45.48224681124871,12.23820324987173,Entire home/apt,45,1,2,2024-10-01,0.76,2,173,2,
1191233133021824214,Casa Amorina - Castello Ancore,139627704,Giusy & Fabrizio,Isole,Castello,45.43175929887256,12.357315758110067,Entire home/apt,171,3,7,2024-11-24,1.67,27,292,7,027042-LOC-14738
1191292311758257965,Casa 4895 San Marco - 2 Piano,192140148,Jan,Isole,San Marco,45.43407,12.33447,Entire home/apt,240,2,11,2024-11-03,3.40,2,260,11,IT027042C2PVUBLI39
1191299676971606175,Casa di Nico,102604103,Niccolò,Isole,Cannaregio,45.4437349886748,12.327774983362344,Entire home/apt,125,2,22,2024-11-24,4.58,1,262,22,IT027042B4CWVLLZ8K
1191399713058612161,Venice Marco Polo Private Bathroom Room 2,586469321,Hui,Terraferma,Piave 1860,45.48245190000001,12.2378596,Private room,60,1,22,2024-11-10,4.49,4,361,22,
1191403492627432250,Venice Marco Polo Private Bathroom Room 3,586469321,Hui,Terraferma,Piave 1860,45.48245190000001,12.2378596,Private room,60,1,21,2024-11-04,4.26,4,358,21,
1191405718417118299,Venice Marco Polo Private Bathroom Room 4,586469321,Hui,Terraferma,Piave 1860,45.48245190000001,12.2378596,Private room,50,1,12,2024-11-17,2.35,4,364,12,
1191473595075755377,Venezia San Giobbe2 - Comodo a stazione con vista,556036334,Serenissima,Isole,Cannaregio,45.4454678,12.3180033,Entire home/apt,66,1,7,2024-09-22,1.41,13,351,7,IT027042B4TXVPEFYQ
1191902737401465546,"Casa Rielta, Tram e parking",159746853,Giulia,Terraferma,Carpenedo,45.50260038749658,12.269081175327301,Entire home/apt,98,1,22,2024-12-02,4.23,7,330,22,IT027042B4PNSGK5P6
1192036933105008789,"Chez Regina, sentiti a casa!",436898765,Filippo,Terraferma,Bissuola,45.49965330000001,12.2532737,Entire home/apt,170,3,5,2024-10-12,1.09,1,361,5,IT027042C2DQ23BFS9
1172482562377889863,Casa Juli - Easy to Venice,581719407,Julian,Terraferma,Carpenedo,45.50296413460864,12.265101447221358,Entire home/apt,59,1,21,2024-11-03,3.62,9,344,21,IT027042B4SGY4863P
1172495183595639895,Hapton house Big Mama - Comoda per Venezia - park,556036334,Serenissima,Terraferma,Piave 1860,45.48902,12.22409,Entire home/apt,136,2,12,2024-11-03,2.20,13,289,12,IT027042B49J69EZAU
1172562059163674708,City of love apartment,224036626,Tahir,Terraferma,Piave 1860,45.4831003,12.2399918,Entire home/apt,190,1,2,2024-07-14,0.40,2,66,2,
1172566257473982085,Beautiful flat offering best access to  Venice,513279027,Lisa,Terraferma,San Lorenzo XXV Aprile,45.486532617593234,12.253887142665418,Entire home/apt,131,1,6,2024-10-30,1.48,1,353,6,
1172586815208204155,Castello 382: l'altra Venezia,38433118,Carla,Isole,Castello,45.433615,12.356007,Entire home/apt,150,14,4,2024-11-03,0.82,1,295,4,
1172596554904547411,Cozy room with private bathroom,90155633,Gales,Terraferma,Piave 1860,45.48649,12.23407,Private room,39,1,37,2024-11-08,6.49,7,48,37,
1172630064597888210,Hotel Pensione Trento 2PaxF,512015946,Anisur Jaman,Terraferma,Piave 1860,45.48341,12.22925,Private room,,1,10,2024-10-21,1.64,4,270,10,Exempt
1172687268994721604,Odesos,287167799,Milen Hristov,Isole,Castello,45.4371,12.33803,Entire home/apt,150,1,0,,,5,269,0,
1172828773227753595,Daniele's home 3 in Venice,13261458,Daniele,Terraferma,Piave 1860,45.4846169,12.2372688,Entire home/apt,130,1,0,,,2,269,0,It027042CYL4ZJG4I
1172848388665327644,Giselda Courtyard Retreat#Room3 (Pet Friendly),511352076,Stefania,Isole,Cannaregio,45.44592,12.33122,Private room,157,1,3,2024-10-29,0.52,3,334,3,IT027042C23FJ68UYO
1172950516850350787,Bellissimo monolocale a Venezia,581843982,Alessandra,Isole,Castello,45.4312361,12.3562121,Entire home/apt,131,61,0,,,1,364,0,
1172959670768944909,Rialto Bridge 1! Comodo appartamento in centro - 1,556036334,Serenissima,Isole,Castello,45.43756585492372,12.339121693765524,Entire home/apt,130,1,3,2024-08-13,0.57,13,292,3,IT027042B4H3X87EHU
1172994750516779289,Ca' Bruna loc 027042-LOC-14605,535987094,Luca,Isole,Cannaregio,45.446160404359446,12.326732371797181,Entire home/apt,110,2,12,2024-10-12,2.11,1,227,12,IT027042C2QMCTHJ2D
1172996178721180315,Appartamento ultimo piano,581838129,Andrea,Terraferma,Quartiere Pertini,45.4861877,12.2684507,Entire home/apt,183,1,48,2024-11-17,8.37,1,186,48,IT027042C2H7CYR2LG
1173019111871115703,Rialto Bridge 2! Comodo appartamento in centro,556036334,Serenissima,Isole,Castello,45.43661394962285,12.33870151479809,Entire home/apt,110,1,4,2024-11-23,0.81,13,321,4,IT027042B4BPU77LZA
1173131287518642027,Ca' del Gato near San Marco,581892479,Sabrina,Isole,Castello,45.4343039,12.3473379,Entire home/apt,166,4,14,2024-11-18,2.78,1,311,14,
1173291146798962773,My Rialto [Centro Venezia],536446672,Emanuele,Isole,San Polo,45.43918,12.33398,Entire home/apt,,1,3,2024-10-02,0.55,1,2,3,
1173354396828920979,Castello the Heart of Venice,32427963,Edoardo,Isole,Castello,45.433753431625526,12.354966081363331,Entire home/apt,170,2,12,2024-11-10,2.35,1,130,12,IT027042B4H365CJAF
1173684335686694156,"Canaletto suite, priv. bathroom and priv. Kitchen",581693375,Jennifer,Terraferma,San Lorenzo XXV Aprile,45.4909,12.24022,Entire home/apt,59,2,45,2024-11-22,8.04,3,206,45,IT027042B4GMXC977X
1173684881354469863,San Marco 865 - luxury  & central,477541785,AlbatroServices,Isole,San Marco,45.43375,12.33893,Entire home/apt,97,1,24,2024-12-06,4.07,4,269,24,
1173704255859512740,Ca' Rossa,582043658,Lorelai,Isole,Castello,45.435249871895856,12.340965626297383,Entire home/apt,168,3,0,,,1,231,0,IT027042C2WX2BDGPF
1173714667633262554,"Canova, suite with private bathroom and kitchen!",581693375,Jennifer,Terraferma,Piave 1860,45.49083,12.23874,Entire home/apt,55,2,39,2024-11-22,6.88,3,244,39,IT027042B4GMXC977X
1175326687873276423,La casa di Luna comodo a Venezia,582451891,Tiziana,Terraferma,Carpenedo,45.50602,12.26967,Entire home/apt,81,2,3,2024-08-22,0.59,1,318,3,IT027042C2GLQYKK4Q
1175364113013922394,Appartamento Venezia 3-6 persone,21999174,Gianna,Terraferma,San Lorenzo XXV Aprile,45.49827174490251,12.245867326855661,Entire home/apt,125,33,0,,,1,150,0,
1175446147312298106,King size room with private bathroom and A/C,90155633,Gales,Terraferma,Piave 1860,45.48716,12.23445,Private room,39,1,38,2024-11-11,6.48,7,44,38,
1175491190445251667,Brown Room with private bathroom,90155633,Gales,Terraferma,Piave 1860,45.48581,12.23442,Private room,39,1,33,2024-11-23,5.66,7,43,33,
1175845318430675889,Brique apartment,582600790,Paolo,Terraferma,San Lorenzo XXV Aprile,45.4925867,12.2365849,Entire home/apt,120,2,0,,,1,225,0,IT027042C2XA2RBYLP
1176079142703942345,Ca’ Lieta Apartment - Venezia,44536128,Lieta,Terraferma,Piave 1860,45.48782587425749,12.239160813345256,Entire home/apt,82,2,9,2024-11-03,2.84,1,88,9,IT027042C2DYB7P3UP
1146481357864363038,San Marco Antico Casin King Room,575068425,Giorgio,Isole,San Marco,45.4348878,12.3308533,Private room,119,1,0,,,3,36,0,IT027042B4HLES3J3Q
1146967219552598734,Petite Maison,403471884,Nicole,Isole,Castello,45.43212,12.35536,Entire home/apt,84,2,23,2024-11-25,3.29,1,22,23,IT027042B423BBKBCH
1147046732275847975,Oasi per4 A pochi mins dal cuore di Venezia+PARK,573448751,Andrea,Terraferma,Zelarino,45.51195686297132,12.202197677646174,Entire home/apt,52,3,17,2024-11-28,2.54,3,162,17,IT027042C2U7FSOLLY
1147052347625052850,Oasi per2+2 A pochi mins dal cuore di Venezia+PARK,573448751,Andrea,Terraferma,Zelarino,45.512254192790756,12.204362699769295,Entire home/apt,52,3,34,2024-12-05,4.86,3,153,34,IT027042C2U7FSOLLY
1147529050389901865,Cà Baldi Giudecca Stucky 814,575345190,Maria Claudia,Isole,Giudecca,45.4282189,12.3202931,Entire home/apt,138,2,13,2024-11-03,1.99,1,176,13,IT027042C2MSNRF4YL
1147553254762112913,Ca' Salvioni,3972291,Caroline E Marco,Isole,Castello,45.436308044743704,12.346448790169388,Entire home/apt,1309,3,1,2024-09-07,0.33,37,338,1,IT027042C2VECAUC54
1147630734682341050,Casa del Mandolino - Cozy Apt near the Station!,96221395,Welcome To Veneto & Friuli,Isole,Dorsoduro,45.435,12.3187995,Entire home/apt,91,1,24,2024-11-22,3.41,38,146,24,027042-LOC-06362
1147843531660265854,Albinoni,6039677,Truly Venice,Isole,San Marco,45.432820874960505,12.332960372847216,Entire home/apt,345,1,3,2024-10-12,0.56,60,320,3,
1148300338274024987,"Tiziano ""a""",6039677,Truly Venice,Isole,Cannaregio,45.44115329726923,12.33828496157732,Entire home/apt,230,1,11,2024-10-10,1.62,60,333,11,
1148300447080620308,"Tiziano ""b""",6039677,Truly Venice,Isole,Cannaregio,45.44100007114598,12.338165334875328,Entire home/apt,232,1,5,2024-11-02,0.71,60,356,5,
1148331364771766628,"Casa Lara 3, un sogno a Venezia",48003070,Valeria,Isole,Castello,45.4351862,12.3478234,Entire home/apt,140,3,21,2024-11-17,3.52,3,131,21,IT027042C25NXAJG6Q
1148369625424641576,La Casa di Marta con Giardino,352270769,Marta,Isole,Murano,45.458917584620394,12.359207492984591,Entire home/apt,76,1,38,2024-10-19,5.30,1,354,38,IT027042B4RIACQOUY
1148630061800522800,Most Central Premium flat 10m from S.Marco&Rialto,4903462,Mirko,Isole,Dorsoduro,45.4337251,12.3228205,Entire home/apt,159,1,65,2024-11-30,9.61,2,241,65,IT027042B4OQE8SHF2
1149240637231609074,Basalto Venice Mestre Apartments 3,574367923,Luca,Terraferma,San Lorenzo XXV Aprile,45.49247083749094,12.244197779936565,Entire home/apt,88,2,3,2024-09-13,0.54,14,358,3,
1149253880400663089,"Room in Mestre, Venice",575755600,Zabi,Terraferma,Villaggio San Marco,45.4814762,12.2633399,Private room,30,1,47,2024-12-04,10.22,1,72,47,Exempt
1149778015887132245,Caʼ Del Volto- Canal View,575867848,Carlo,Isole,Castello,45.437616724875035,12.33939808074107,Entire home/apt,171,3,20,2024-11-04,2.97,1,266,20,IT027042C2XKT2RJPJ
1149811395005690362,DolceVita,575874100,Nicolae,Isole,Cannaregio,45.446,12.32649,Entire home/apt,70,2,15,2024-11-19,2.23,2,181,15,
